tipo_fila,archivo,ruta,tamano_mb,ciclo_detectado,producto_detectado,hoja,clasificacion_hoja,nivel_agregacion_observado,n_filas,n_columnas,columnas,columnas_top_no_nulas,columnas_totalmente_vacias,columnas_candidatas_estado,columnas_candidatas_municipio,columnas_candidatas_coordenadas,columnas_candidatas_anio,columnas_candidatas_muestreo,columnas_candidatas_agregacion,utilidad_metodologica_preliminar,decision_preliminar_du,observaciones
archivo,Existencias_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Existencias_INFyS-2015-2020_Tablas.xlsx,0.0129,2015-2020,dasometricos,,,,,3,"[""Diccionario"", ""BaseDatosExistencias"", ""Existencias reales""]",[],[],[],[],[],[],[],[],revisar_utilidad,conservar_para_du,
hoja,Existencias_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Existencias_INFyS-2015-2020_Tablas.xlsx,0.0129,2015-2020,dasometricos,Diccionario,catalogo_o_diccionario,desconocido,4.0,2,"[""Existencias reales.\nExtraído de los modelos geoespaciales de predicción de los indicadores dasométricos del arbolado INFyS 2015-2020\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020."", ""Unnamed: 1""]","[""Existencias reales.\nExtraído de los modelos geoespaciales de predicción de los indicadores dasométricos del arbolado INFyS 2015-2020\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020."", ""Unnamed: 1""]",[],[],[],[],[],[],"[""Existencias reales.\nExtraído de los modelos geoespaciales de predicción de los indicadores dasométricos del arbolado INFyS 2015-2020\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Existencias_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Existencias_INFyS-2015-2020_Tablas.xlsx,0.0129,2015-2020,dasometricos,BaseDatosExistencias,desconocido,desconocido,36.0,4,"[""FORM_S7"", ""Indicador"", ""Unidad"", ""Valor""]","[""FORM_S7"", ""Indicador"", ""Unidad"", ""Valor""]",[],[],[],[],[],[],"[""Indicador""]",revisar_utilidad,conservar_para_du,clasificacion_hoja_desconocida; nivel_agregacion_desconocido
hoja,Existencias_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Existencias_INFyS-2015-2020_Tablas.xlsx,0.0129,2015-2020,dasometricos,Existencias reales,indicador_agregado,desconocido,14.0,6,"[""Ecosistema"", ""Formación forestal"", ""Existencias reales"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5""]","[""Existencias reales"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Ecosistema"", ""Formación forestal""]",[],[],[],[],[],[],"[""Ecosistema"", ""Formación forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
archivo,Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,0.7798,2015-2020,dasometricos,,,,,5,"[""Diccionario"", ""BaseDatos_submuestra-IMA"", ""IMA_Form-Ftal"", ""IMA_Edo"", ""IMA_Edo_FormFtal""]",[],[],[],[],[],[],[],[],revisar_utilidad,conservar_para_du,
hoja,Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,0.7798,2015-2020,dasometricos,Diccionario,catalogo_o_diccionario,desconocido,13.0,2,"[""Consulta de Incremento Medio Anual.\nExtraída de la sección del INFyS \""arbolado\"" para aquellos registros catalogados como submuestra.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020."", ""Unnamed: 1""]","[""Consulta de Incremento Medio Anual.\nExtraída de la sección del INFyS \""arbolado\"" para aquellos registros catalogados como submuestra.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020."", ""Unnamed: 1""]",[],[],[],[],[],[],"[""Consulta de Incremento Medio Anual.\nExtraída de la sección del INFyS \""arbolado\"" para aquellos registros catalogados como submuestra.\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,0.7798,2015-2020,dasometricos,BaseDatos_submuestra-IMA,detalle_muestreo,sitio_conglomerado,10346.0,12,"[""IdConglomerado"", ""UPMID"", ""Anio_C3"", ""Tipo_cgl_estandar_C3"", ""Sitios_x_cgl_C3"", ""Estado_C3"", ""FORM_S7"", ""Sitio"", ""Coniferas_x_sitio"", ""Submuestra"", ""IMA_submuestra"", ""IMA_sitio""]","[""IdConglomerado"", ""UPMID"", ""Anio_C3"", ""Tipo_cgl_estandar_C3"", ""Sitios_x_cgl_C3"", ""Estado_C3"", ""FORM_S7"", ""Sitio"", ""Coniferas_x_sitio"", ""Submuestra""]",[],"[""Estado_C3""]",[],"[""Coniferas_x_sitio"", ""Sitios_x_cgl_C3""]","[""Anio_C3""]","[""Coniferas_x_sitio"", ""IMA_sitio"", ""IdConglomerado"", ""Sitio"", ""Sitios_x_cgl_C3"", ""UPMID""]",[],candidato_ml_posterior_o_contexto_geoespacial,conservar_para_du,
hoja,Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,0.7798,2015-2020,dasometricos,IMA_Form-Ftal,indicador_agregado,desconocido,11.0,10,"[""Ecosistema"", ""Formación forestal"", ""Incremento anual por formación forestal"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9""]","[""Ecosistema"", ""Incremento anual por formación forestal"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8"", ""Unnamed: 9"", ""Formación forestal""]",[],[],[],[],[],[],"[""Ecosistema"", ""Formación forestal"", ""Incremento anual por formación forestal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,0.7798,2015-2020,dasometricos,IMA_Edo,posible_indicador_agregado,estado,18.0,9,"[""Estado"", ""Incremento anual por estado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8""]","[""Estado"", ""Incremento anual por estado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Unnamed: 5"", ""Unnamed: 6"", ""Unnamed: 7"", ""Unnamed: 8""]",[],"[""Estado"", ""Incremento anual por estado""]",[],[],[],[],[],contexto_visualizacion_apoyo_descriptivo,conservar_para_du,
hoja,Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Incremento_Medio_Anual_INFyS-2015-2020_Tablas.xlsx,0.7798,2015-2020,dasometricos,IMA_Edo_FormFtal,indicador_agregado,serie_anual,38.0,4,"[""Estrato"", ""Formación forestal"", ""IMA (m3/ha/año)"", ""Er""]","[""Estrato"", ""Formación forestal"", ""IMA (m3/ha/año)"", ""Er""]",[],[],[],[],"[""IMA (m3/ha/año)""]",[],"[""Formación forestal"", ""IMA (m3/ha/año)""]",contexto_visualizacion_apoyo_descriptivo,conservar_para_du,
archivo,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,,,,,17,"[""Diccionario"", ""Densidad_Form-Ftal"", ""CoberturaCopa_Form-Ftal"", ""Biomasa_Form-Ftal"", ""Carbono-Form-Ftal"", ""AreaBasal_Form-Ftal"", ""VolumenMaderable_Form-Ftal"", ""DiametroNormal_Form-Ftal"", ""AlturaTotal_Form-Ftal"", ""Densidad_Covariables"", ""Cobertura_Copa_Covariables"", ""Biomasa_Covariables"", ""Carbono_Covariables"", ""AreaBasal_Covariables"", ""Volumen_Covariables"", ""DiametroNormal_Covariables"", ""AlturaTotal_Covariables""]",[],[],[],[],[],[],[],[],revisar_utilidad,conservar_para_du,
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,Diccionario,catalogo_o_diccionario,desconocido,19.0,2,"[""Indicadores dasométricos.\nExtraído de los modelos geoespaciales de predicción de los indicadores dasométricos del arbolado INFyS 2015-2020\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.\nDisponible en: https://snmf.cnf.gob.mx/principaleindicadoresforestalesciclo-2015-2020/ "", ""Unnamed: 1""]","[""Unnamed: 1"", ""Indicadores dasométricos.\nExtraído de los modelos geoespaciales de predicción de los indicadores dasométricos del arbolado INFyS 2015-2020\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.\nDisponible en: https://snmf.cnf.gob.mx/principaleindicadoresforestalesciclo-2015-2020/ ""]",[],[],[],"[""Indicadores dasométricos.\nExtraído de los modelos geoespaciales de predicción de los indicadores dasométricos del arbolado INFyS 2015-2020\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.\nDisponible en: https://snmf.cnf.gob.mx/principaleindicadoresforestalesciclo-2015-2020/ ""]","[""Indicadores dasométricos.\nExtraído de los modelos geoespaciales de predicción de los indicadores dasométricos del arbolado INFyS 2015-2020\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.\nDisponible en: https://snmf.cnf.gob.mx/principaleindicadoresforestalesciclo-2015-2020/ ""]",[],"[""Indicadores dasométricos.\nExtraído de los modelos geoespaciales de predicción de los indicadores dasométricos del arbolado INFyS 2015-2020\nCONAFOR, 2022. Informe de Resultados del Inventario Nacional Forestal 2015-2020.\nDisponible en: https://snmf.cnf.gob.mx/principaleindicadoresforestalesciclo-2015-2020/ ""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,Densidad_Form-Ftal,detalle_dasometrico,desconocido,16.0,6,"[""Ecosistema"", ""Formación forestal"", ""Superficie (ha)"", ""Densidad del arbolado por formación forestal (número individuos/hectárea)"", ""Unnamed: 4"", ""Unnamed: 5""]","[""Superficie (ha)"", ""Densidad del arbolado por formación forestal (número individuos/hectárea)"", ""Unnamed: 4"", ""Unnamed: 5"", ""Ecosistema"", ""Formación forestal""]",[],[],[],[],[],[],"[""Densidad del arbolado por formación forestal (número individuos/hectárea)"", ""Ecosistema"", ""Formación forestal"", ""Superficie (ha)""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,CoberturaCopa_Form-Ftal,detalle_dasometrico,desconocido,16.0,6,"[""Ecosistema"", ""Formación forestal"", ""Superficie (ha)"", ""Cobertura de copa del arbolado por formación forestal (porcentaje)"", ""Unnamed: 4"", ""Unnamed: 5""]","[""Superficie (ha)"", ""Cobertura de copa del arbolado por formación forestal (porcentaje)"", ""Unnamed: 4"", ""Unnamed: 5"", ""Ecosistema"", ""Formación forestal""]",[],[],[],[],[],[],"[""Cobertura de copa del arbolado por formación forestal (porcentaje)"", ""Ecosistema"", ""Formación forestal"", ""Superficie (ha)""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,Biomasa_Form-Ftal,indicador_agregado,desconocido,16.0,6,"[""Ecosistema"", ""Formación forestal"", ""Superficie (ha)"", ""Biomasa aérea por formación forestal (Toneladas/hectárea)"", ""Unnamed: 4"", ""Unnamed: 5""]","[""Superficie (ha)"", ""Biomasa aérea por formación forestal (Toneladas/hectárea)"", ""Unnamed: 4"", ""Unnamed: 5"", ""Ecosistema"", ""Formación forestal""]",[],[],[],[],[],[],"[""Biomasa aérea por formación forestal (Toneladas/hectárea)"", ""Ecosistema"", ""Formación forestal"", ""Superficie (ha)""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,Carbono-Form-Ftal,indicador_agregado,desconocido,16.0,6,"[""Ecosistema"", ""Formación forestal"", ""Superficie (ha)"", ""Carbono almacenado por formación forestal (Toneladas/hectárea)"", ""Unnamed: 4"", ""Unnamed: 5""]","[""Superficie (ha)"", ""Carbono almacenado por formación forestal (Toneladas/hectárea)"", ""Unnamed: 4"", ""Unnamed: 5"", ""Ecosistema"", ""Formación forestal""]",[],[],[],[],[],[],"[""Carbono almacenado por formación forestal (Toneladas/hectárea)"", ""Ecosistema"", ""Formación forestal"", ""Superficie (ha)""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,AreaBasal_Form-Ftal,indicador_agregado,desconocido,16.0,6,"[""Ecosistema"", ""Formación forestal"", ""Superficie (ha)"", ""Área basal por formación forestal (metros cuadrados/hectárea)"", ""Unnamed: 4"", ""Unnamed: 5""]","[""Superficie (ha)"", ""Área basal por formación forestal (metros cuadrados/hectárea)"", ""Unnamed: 4"", ""Unnamed: 5"", ""Ecosistema"", ""Formación forestal""]",[],[],[],[],[],[],"[""Ecosistema"", ""Formación forestal"", ""Superficie (ha)"", ""Área basal por formación forestal (metros cuadrados/hectárea)""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,VolumenMaderable_Form-Ftal,detalle_dasometrico,desconocido,16.0,6,"[""Ecosistema"", ""Formación forestal"", ""Superficie (ha)"", ""Volumen maderable rollo total árbol por formación forestal (metros cúbicos/hectárea)"", ""Unnamed: 4"", ""Unnamed: 5""]","[""Superficie (ha)"", ""Volumen maderable rollo total árbol por formación forestal (metros cúbicos/hectárea)"", ""Unnamed: 4"", ""Unnamed: 5"", ""Ecosistema"", ""Formación forestal""]",[],[],[],[],[],[],"[""Ecosistema"", ""Formación forestal"", ""Superficie (ha)"", ""Volumen maderable rollo total árbol por formación forestal (metros cúbicos/hectárea)""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,DiametroNormal_Form-Ftal,detalle_dasometrico,desconocido,16.0,6,"[""Ecosistema"", ""Formación forestal"", ""Superficie (ha)"", ""Diámetro normal promedio del arbolado por formación forestal (centímetros)"", ""Unnamed: 4"", ""Unnamed: 5""]","[""Superficie (ha)"", ""Diámetro normal promedio del arbolado por formación forestal (centímetros)"", ""Unnamed: 4"", ""Unnamed: 5"", ""Ecosistema"", ""Formación forestal""]",[],[],[],[],[],[],"[""Diámetro normal promedio del arbolado por formación forestal (centímetros)"", ""Ecosistema"", ""Formación forestal"", ""Superficie (ha)""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,AlturaTotal_Form-Ftal,detalle_dasometrico,desconocido,16.0,6,"[""Ecosistema"", ""Formación forestal"", ""Superficie (ha)"", ""Altura total promedio en metros por formación forestal"", ""Unnamed: 4"", ""Unnamed: 5""]","[""Superficie (ha)"", ""Altura total promedio en metros por formación forestal"", ""Unnamed: 4"", ""Unnamed: 5"", ""Ecosistema"", ""Formación forestal""]",[],[],[],[],[],[],"[""Altura total promedio en metros por formación forestal"", ""Ecosistema"", ""Formación forestal"", ""Superficie (ha)""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,Densidad_Covariables,detalle_dasometrico,desconocido,121.0,5,"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de Densidad del arbolado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4""]","[""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de Densidad del arbolado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Formación forestal""]",[],[],[],[],[],[],"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de Densidad del arbolado""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,Cobertura_Copa_Covariables,detalle_dasometrico,desconocido,121.0,5,"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de cobertura de copa del arbolado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4""]","[""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de cobertura de copa del arbolado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Formación forestal""]",[],[],[],[],[],[],"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de cobertura de copa del arbolado""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,Biomasa_Covariables,indicador_agregado,desconocido,121.0,5,"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de biomasa aérea"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4""]","[""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de biomasa aérea"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Formación forestal""]",[],[],[],[],[],[],"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de biomasa aérea""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,Carbono_Covariables,indicador_agregado,desconocido,121.0,5,"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de carbono almacenado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4""]","[""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de carbono almacenado"", ""Formación forestal"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4""]",[],[],[],[],[],[],"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de carbono almacenado""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,AreaBasal_Covariables,indicador_agregado,desconocido,121.0,5,"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de área basal"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4""]","[""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de área basal"", ""Formación forestal"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4""]",[],[],[],[],[],[],"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de área basal""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,Volumen_Covariables,indicador_agregado,desconocido,121.0,5,"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de volumen maderable"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4""]","[""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de volumen maderable"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Formación forestal""]",[],[],[],[],[],[],"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de volumen maderable""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,DiametroNormal_Covariables,detalle_dasometrico,desconocido,121.0,5,"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacia de diámetro normal promedio del arbolado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4""]","[""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacia de diámetro normal promedio del arbolado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Formación forestal""]",[],[],[],[],[],[],"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacia de diámetro normal promedio del arbolado""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
hoja,Indicadores_Dasometricos_INFyS_2015_2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\Dasométricos\Indicadores_Dasometricos_INFyS_2015_2020.xlsx,0.0925,2015-2020,dasometricos,AlturaTotal_Covariables,detalle_dasometrico,desconocido,121.0,5,"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de altura total promedio del arbolado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4""]","[""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de altura total promedio del arbolado"", ""Unnamed: 2"", ""Unnamed: 3"", ""Unnamed: 4"", ""Formación forestal""]",[],[],[],[],[],[],"[""Formación forestal"", ""Las 10 variables más correlacionadas por formación forestal, usadas como predictores para modelar la distribución espacial de altura total promedio del arbolado""]",revisar_utilidad,conservar_para_du,nivel_agregacion_desconocido
archivo,INFyS_Secciones_2015-2020.xlsx,C:\Users\Hp\OneDrive\Documentos\PT_Analisis\01_raw-data\infys\PIF_2015-2020\INFyS_Secciones_2015-2020.xlsx,63.5916,2015-2020,secciones,,,,,13,"[""estatus_conglomerado_universal"", ""estatus_sitios_universal"", ""Cobertura_metro_cuadrado"", ""Suelos"", ""Vegetacion_mayor_gregarios"", ""Vegetacion_mayor_individual"", ""Vegetacion_menor"", ""Epifitas"", ""Parametros_fisico_quimicos"", ""Combustibles_menores"", ""Combustibles_mayores"", ""Cubierta_vegetal"", ""Hojarasca_fermentacion""]",[],[],[],[],[],[],[],[],revisar_utilidad,conservar_para_du,
